spot,strike_atm,T_days,vol_used,bs_price,bs_delta,bs_gamma,bs_vega,bs_theta,mc_price,mc_stderr,hedge_pnl_correct_vol,hedge_pnl_understated_vol,hedge_pnl_overstated_vol
18595.035143631743,18600,30,0.08263040279010567,226.36490544328262,0.5894369106679391,0.0008827922008181874,20.73102401234811,-4.7665975656384125,226.77176621297016,0.6558575507720905,-34.48016440398594,-130.44277400093236,66.31347473706255
